,tweetId,createdAt,text,retweetCount,likeCount,isQuote,place,hashtags,userMentions,source,sourceUrl,userId,userName,userScreenName,userCreatedAt,userFollowersCount,userDescription,userVerified,userProtected,userLocation,userFriendsCount,userStatusesCount,userListedCount
,1324056803047546892,2020-11-04 18:31:56,"RT @AZRealtorBecky: Apparently, word got out that conservatives tend to vote on election day. SO, several poll workers in Arizona, chose to…",3162,0,False,,,"{'screen_name': 'AZRealtorBecky', 'name': 'Becky Bunde', 'id': 4855041784, 'id_str': '4855041784', 'indices': [3, 18]}",Twitter for iPhone,http://twitter.com/download/iphone,839240570895740928,Kmari,Kmari34461773,2017-03-07 22:25:19,2471,"🇺🇸Support America First, #MAGA, Support American Economy make products in USA Buy products made in USA, Bring Prayer back to schools, 🙏🏻",False,False,,2098,82013,0
,1324056802858881024,2020-11-04 18:31:56,RT @gonnassau: Parece que hay lío en Arizona con los bolígrafos entregados en  en los colegios electorales para marcar las papeletas.,33,0,False,,,,"{'screen_name': 'gonnassau', 'name': 'Gonzalo', 'id': 112749535, 'id_str': '112749535', 'indices': [3, 13]}",Twitter for Android,http://twitter.com/download/android,2535811256,Goretti 2.0,987Goretti,2014-05-30 20:41:03,3371,"Recepcionista,Prolife,2 años en Bolivia.10 años Voluntariado en Burgos con P. excluidas socialmente (Drogadicción,Prisión,SinTecho) Me gustan series de Intriga.",False,False,Burgos (España),5002,182615,44

,1324056802489716736,2020-11-04 18:31:56,RT @iheartmindy: So...it wasn’t just an “accident” that in-person voters in Arizona were given felt tip markers that were unreadable by mac…,576,0,False,,,,"{'screen_name': 'iheartmindy', 'name': 'Mindy Robinson 🇺🇸', 'id': 317385247, 'id_str': '317385247', 'indices': [3, 15]}",Tweetbot for iΟS,http://tapbots.com/tweetbot,15702076,CMDohm,CMDohm,2008-08-02 15:47:16,449,"Conservative working mother of 3 in North Carolina. This is where I rant about politics and TV.  If you want kid pics & fun, find me on FB.",False,False,"ÜT: 36.358933,-79.975332",628,8896,12

,1324056802116468739,2020-11-04 18:31:56,RT @TheDailyShow: Trump lawyers arguing that every last vote needs to be counted in Arizona but not Pennsylvania https://t.co/AKE0GVaEyu,1408,0,False,,,,"{'screen_name': 'TheDailyShow', 'name': 'The Daily Show', 'id': 158414847, 'id_str': '158414847', 'indices': [3, 16]}",Twitter for iPhone,http://twitter.com/download/iphone,1324007234238636032,Ameera Daboh,AmeeraDaboh,2020-11-04 15:15:13,7,"Sierra Leonean-American, public school educator, lifelong student, foodie, adventure enthusiast, and ocasional napper.",False,False,"Atlanta, GA",30,2,0

,1324056802032582657,2020-11-04 18:31:56,RT @hermanntertsch: Resulta que Arizona se le había concedido a Biden sin motivo y por “un error que brevemente mostró un número erróneo de…,395,0,False,,,,"{'screen_name': 'hermanntertsch', 'name': 'Hermann Tertsch', 'id': 257332880, 'id_str': '257332880', 'indices': [3, 18]}",Twitter for iPad,http://twitter.com/#!/download/ipad,268014232,Anay,anixlin,2011-03-18 00:23:08,5145,A un hombre se le puede quitar todo salvo una cosa: la ultima de las libertades humanas elegir su propio camino....Vintor Frank,False,False,,5037,90027,13

,1324056801483083777,2020-11-04 18:31:55,My Grandparents in Arizona when Arizona turns blue. https://t.co/HWAyfKzqpU,0,0,False,,,,,Twitter for iPhone,http://twitter.com/download/iphone,1281679467996499975,Kenny 🧑‍🏭,steelers_kenny,2020-07-10 19:59:39,1053,(Fan account) (PFP and Banner made by @JCgotnext) #NFLdropEA #USAATwitter #HereWeGo,False,False,"Queens, NY",1034,3926,3

